Participante,Dialogo,,,,,,,,,,,,
Juan Carlos López García,"tercero, la necesidad de reconocer la diversidad institucional de la educación
superior, así como de precisar los compromisos del Estado en materia de
financiamiento y el respeto a la autonomía universitaria.",,,,,,,,,,,,
Juan Carlos López García,"Así se señala que, ante la imposibilidad de prever cuáles de las dos vías para la
armonización seguirán las legislaturas de los estados, es necesario señalar que una
armonización simple y sin complicaciones no puede resultar ajena a los aspectos de
distinta naturaleza que se tocan en la Ley General de Educación Superior,",,,,,,,,,,,,
Juan Carlos López García,"desde premisas como las de los derechos humanos hasta puntos como el del respeto a
la autonomía universitaria o los que atañen al financiamiento, como la paridad a la que
se aspira en el futuro.",,,,,,,,,,,,
Juan Carlos López García,"Si bien es cierto que las características eh que la característica de la ley es la
generalidad, se reitera la importancia de considerar la especificidad en cada uno de los
estados, atendiendo a las características que prevalecen en relación a los diferentes
tipos y niveles educativos,
lo que permitiría una mejor distribución de las competencias y responsabilidades de las
autoridades locales y su interacción con la autoridad federal.",,,,,,,,,,,,
Juan Carlos López García,"Dicho esto, toca a este honorable consejo hacer una valoración del trabajo de la
comisión. De nuestra parte, estoy seguro de que hablo por los colegas que me
acompañaron eh y que con el hecho de que no nos queda más que reiterar nuestra
entera disposición para, de ser necesario, atender las observaciones que pudieran
surgir tras la lectura y el análisis del documento entregado.
Muchas gracias.",,,,,,,,,,,,
Jaime Valls Esponda,"El tercer punto es sobre el Registro Nacional de opciones
para educación superior. Le cedo la palabra al doctor Luciano Concheiro.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,Muchísimas gracias. Si son tan amables de colocar la la presentación,,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Básicamente, voy a voy a avanzándola eh en la primera sesión ordinaria del Conaces
acordamos eh avanzar en el establecimiento de un registro nacional de opciones para la
educación superior, aunque parezca mentira, eh este registro no no era ni sistemático ni
general, para ir menos aún de acceso a la población y a los interesados, si y entonces
teníamos simple y llanamente eh una serie de opciones donde los estudiantes se
guiaban eh digamos por el sentido común, por lo que eh planteaban sus padres, por la
cultura dominante acerca de la
educación superior.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"sentido se creó ya una en una plataforma para el registro nacional de opciones para la
educación superior.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"coordinación también se avanzó entre enlaces eh de las autoridades educativas
estatales porque además aquí la intención es de obedecer a un planteamiento en las
entidades federativas, pero también en las regionales y acercar básicamente la
información georreferenciada para que todos aquellos que opten por ingresar a la
educación superior puedan tener un manejo efectivo de la información y puedan
acceder a la misma.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Se elaboró también un proyecto de lineamientos eh que establecen el registro nacional
de opciones para la educación superior y regulan eh su operación. Ese estamos avanzando en ello para los trámites necesarios y que en el diario oficial de
la
a la federación aparezca en la que sigue aquí es la propuesta de acción a nivel estatal y de las instituciones de educación
superior
hasta ahora tenemos una cantidad importante de instituciones
y hay que decirlo sobre todo las particulares avanzaron mucho más en entregar su
información
en brindarla al público y eh tenemos que reforzar para darle seguimiento a la carga de
esto en la plataforma
así como la capacitación para los enlaces y que puedan subir la información la que
sigue y con esta terminaríamos
los componentes del renoes de este registro nacional eh tendrían un programa eh que
ya ustedes conocen",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"los aspirantes podrán ingresar fuera ya si fueron digamos no obtuvieron su ingreso en
una primera vuelta
pueden acceder
acceder a toda la información o incluso antes para poder ver las distintas opciones y
que tú decidas sea central.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Esto viene acompañado de una plataforma cada vez más poderosa de orientación
vocacional, donde las universidades públicas y privadas presentan también sus
exámenes, sobre todo las públicas más demandadas. la posibilidad de ver cómo acceder a los distintos exámenes que se van realizando.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"La orientación también se da en términos laborales gracias a la Secretaría del Trabajo y
Previsión Social.
Tenemos información clave sobre cómo va esta orientación y esperamos que este año
podamos cumplir con tener la información del seguimiento en términos del mercado
laboral formal, de cómo van todas nuestras generaciones, cómo han ido evolucionando
y cómo encuentran trabajo, con qué salarios, la
relaciones hombre mujer etcétera que nos hablarían de la composición del mercado
laboral pero en cuanto al seguimiento de nuestros egresados.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Esto es el cruce del CURP contra digamos el SAT y entonces encontrar eh cómo va la
evolución insisto del mercado formal que sigue siendo ahí.
También eh poder eh brindar talleres de orientación educativa y sobre todo acabar
teniendo en términos gerenciados un mapa digital de forma tal que la idea de la
territorialización de la educación.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Entonces donde tengo y más cerca eh la educación lo que nos permitirá revalorar y
proyectar a otros subsistemas.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"La última por favor en este sentido la propuesta es que el CONACyT tome nota de la
presentación de estos avances en la operación del registro nacional de opciones para la
educación superior y eh el cómo también el instrumento jurídico que regulará y acuerda que las autoridades e
instituciones de educación superior intensifiquen las acciones para que a la brevedad su
información sea incorporada en la plataforma correspondiente",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"el cómo también el instrumento jurídico que regulará y acuerda que las autoridades e
instituciones de educación superior intensifiquen las acciones para que a la brevedad su
información sea incorporada en la plataforma correspondiente.
jurídico que lo va a regular y acuerda con las autoridades e instituciones de Educación
Superior intensifiquen sus acciones para que a la brevedad su información sea
incorporada en la plataforma correspondiente. Esto tiene que ver con nuestro sistema
nacional de información del cual hablaremos en unos momentos y vamos a darle toda
una estructura, realmente un acceso al gran público. Este es uno de los elementos
básicos digamos de acceso a la misma. Voy a proceder igual que Jaime, nada más
exponiendo este este punto y derivar eso para un acuerdo general al final porque eh
digamos son de conocimiento y de avance y entonces podemos proceder más rápido de
esa manera.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Para el siguiente subtema le pido al maestro José Carlos Arredondo, rector
de la Universidad Tecnológica de Querétaro, que presente la propuesta para la
reinstalación, proyección de los coepes y los lineamientos de este espacio de
deliberación",,,,,,,,,,,,
José Carlos Arredondo,"Buenas tardes tengan todos ustedes. Saludo aquí al presidium.
Decirles que esta comisión para el fortalecimiento y reinstalación de la COEPES,
instancias de vinculación, consulta y participación social, está integrada
aproximadamente por 54 miembros entre autoridades educativas,
responsables estatales de las COEPES y fundamentalmente académicos. Realmente
estoy muy orgulloso del trabajo colegiado que hicimos y que justamente tiene como
objetivo apoyar a la CONACES y acompañar a todas las instancias estatales, por
supuesto, de acuerdo a su soberanía, en la instalación y la reinstalación según manda la Ley General de Educación de las
COEPES y también apoyar y acompañar también en el establecimiento del espacio de
deliberación nacional que se establecerá como máximo este año.",,,,,,,,,,,,
José Carlos Arredondo,"En ese orden de ideas, pues rápidamente diremos que lo que les propusimos en su
sus carpetas, no solamente a los miembros de este consejo, sino también de una
manera muy respetuosa a todas las autoridades estatales,
pues es en primer lugar una serie de fundamentos de la importancia de la
COEPES.",,,,,,,,,,,,
José Carlos Arredondo,"En ella pues cada uno de ustedes encontrará pues qué es la COEPES, las
consideraciones por qué debe existir la COEPES.Siguiente, por favor.
También por supuesto a quienes se deben las COEPES, quiénes son las poblaciones
objetivo, quiénes pueden enriquecer este espacio tan importante.",,,,,,,,,,,,
José Carlos Arredondo,"Por supuesto cuáles son los insumos de la COEPES, cuál puede ser su impacto en la
vida estatal y en la vida nacional.
Proponemos por supuesto también un modelo eh de proceso muy enriquecedor que
también sometemos a su consideración.algo que nos parece muy importante y que hicimos en las 32 entidades estatales y que
para nosotros fue muy revelador y muy enriquecedor.",,,,,,,,,,,,
José Carlos Arredondo,"Fue justamente un diagnóstico de el estado que guardan estos espacios de consulta y
de apoyo. en él nos encontramos que 16 de las entidades tienen trabajo
regular.Verdaderamente nos enriquecimos con el trabajo que están teniendo estas 16
COEPES, el cual yo eh señalaría como extraordinario.",,,,,,,,,,,,
José Carlos Arredondo,"un trabajo muy avanzado.
Que nos encontramos de manera común pues que en estas COEPES normalmente es
una autoridad educativa la que la preside,
en dos casos el gobernador y solamente en una de ellas está un rector de una
universidad estatal.También observamos una limitada participación de las COEPES y
creo que allí es un área de oportunidad importante en la elaboración de los planes
estratégicos estatales",,,,,,,,,,,,
José Carlos Arredondo,"En este mapa nosotros podemos encontrar la geografía del estado que guardan las
COEPES a nivel nacional.Observamos cómo hay COEPES que están operando ya de
manera regular,
en algunos otros estados no hay COEPES pero hay un organismo similar.
hemos encontrado que hay algunos estados donde hay una gran área de oportunidad
donde no están operando como en el caso de la Ciudad de México, Guerrero, Jalisco,
Yucatán y Zacatecas.",,,,,,,,,,,,
José Carlos Arredondo,"También ahí en sus carpetas, no voy a leerlos por motivos de tiempo, hay algunos
motivos por los cuales hemos diagnosticado que no operan las COEPES. ",,,,,,,,,,,,
José Carlos Arredondo,"También hay algunas sugerencias para la reactivación de las COEPES un aspecto que nosotros sometemos a consideración de todos ustedes y nos parece
muy muy relevante es que esta comisión desea acompañar hasta que se logre el
objetivo.
La instalación y la reinstalación de las 32 COEPES en toda la República Mexicana y,
por supuesto, cumplir el objetivo de instalar el espacio de deliberación antes de que
termine el año; ahí ustedes podrán ver algunas fechas que sugerimos muy muy
respetuosamente a todos ustedes, especialmente a los estados insisto, mucho respetando la soberanía de cada uno de ellos. ",,,,,,,,,,,,
José Carlos Arredondo,"¿Qué productos tenemos
para su consideración?",,,,,,,,,,,,
José Carlos Arredondo,"El primero le llamamos el documento normativo.
Hay un documento base que está perfectamente alineado a la Ley General de
Educación y hay un segundo documento ampliado, enriquecido por las aportaciones de
todos los participantes.",,,,,,,,,,,,
José Carlos Arredondo,"Un segundo documento es una propuesta de lineamientos para el espacio de
deliberación. Este fue ampliamente discutido y yo quisiera pedirle a la licenciada Verónica Mejía, que
fue la que coordinó este trabajo jurídico junto con la gente de la SEP, que nos pudiera
hacer algunos comentarios brevemente. Muchísimas gracias.",,,,,,,,,,,,
Verónica Mejía,"Muchas gracias, buenas tardes a todos y todas. Hablaré de las dos propuestas que
estamos presentando y que se encuentran también en su en su archivo, en su agenda
que se les fue entregada.",,,,,,,,,,,,
Verónica Mejía,"Estamos proponiendo eh se están proponiendo dos trabajos que se han hecho. La
primera propuesta que contiene los criterios establecidos en el artículo 54 de la Ley
General de Educación Superior y la segunda propuesta que la estamos denominando
como propuesta con aportaciones.",,,,,,,,,,,,
Verónica Mejía,"Esta propuesta, además de contener los criterios
establecidos en el artículo 54 de la Ley General de Educación,
se encuentra enriquecida con las aportaciones realizadas por diversos actores,
gobiernos de los estados, secretaría de educación, universidades públicas y
universidades privadas.",,,,,,,,,,,,
Verónica Mejía,"De acuerdo a su experiencia y buenas prácticas. Las
aportaciones de ambas de ambas propuestas se encuentran perfectamente revisadas y
alineadas en términos de la Ley General de Educación Superior. Ambas propuestas se
ponen a consideración y se encuentran integradas en sus carpetas como una
herramienta y guía para que cada estado, en el ámbito de su independencia y
competencia, armonicen las disposiciones jurídicas correspondientes y constituyan sus
comisiones o sus instancias equivalentes.",,,,,,,,,,,,
Verónica Mejía,"Al mismo tiempo, en sus carpetas encontrarán una propuesta de lineamientos para la
operación y funcionamiento del espacio de deliberación establecidos en el artículo
decimoquinto de los transitorios de la Ley General de Educación Superior.",,,,,,,,,,,,
Verónica Mejía,"El cual tendrá por objeto, entre otros, generar un espacio en donde se reúnan las
COEPES para el intercambio de experiencias e integrar una visión compartida sobre las
funciones de la misma",,,,,,,,,,,,
Verónica Mejía,Muchísimas gracias,,,,,,,,,,,,
José Carlos Arredondo,"solamente me restaría eh agradecer a los más de 53
colaboradores, representantes de secretarías de educación de los estados, de
representantes de COEPES, pero sobre todo si he de resaltar la magnífica y
extraordinaria conducción y orientación del maestro Ramón Cárdenas que fue quien nos
orientó. Muchísimas gracias.",,,,,,,,,,,,
Jaime Valls Esponda,"Agradecemos a la maestra y al rector y, por supuesto, a todo el equipo que ya ha
mencionado el señor rector",,,,,,,,,,,,
Jaime Valls Esponda,"Para el siguiente punto le solicitamos a la maestra María del Carmen Salvatoni quien
presentará el marco nacional de calificaciones y el sistema nacional de asignación,
acumulación y transferencia de créditos académicos",,,,,,,,,,,,
María del Carmen Salvatoni,"marco nacional de calificaciones y el sistema nacional de asignación,
acumulación y transferencia de créditos académicos.",,,,,,,,,,,,
María del Carmen Salvatoni,"Muchas gracias, muy buenas tardes a todos. Con el gusto de volvernos a encontrar
presencialmente y a los que nos ven y escuchan a través de las plataformas también
con los mejores deseos de salud y felicitar al subsecretario Luciano Concheiro por esta
iniciativa tan importante de congregarnos el día de hoy y darle seguimiento a todos
estos trabajos. ¡Felicidades de verdad, subsecretario, por este esfuerzo enorme que
valoramos muchísimo y del cual somos partícipes! También me da mucho gusto que
estén mujeres presentes como la secretaria de educación que nos acompañó de aquí
de la Ciudad de México, igualmente la rectora de la Universidad Pedagógica Nacional y
la doctora María Elena Álvarez-Buylla que nos hizo una magnífica presentación.",,,,,,,,,,,,
María del Carmen Salvatoni,"Siempre es un honor compartir con mujeres tan distinguidas en la educación y, por
supuesto, agradecer y eh siempre ha sido para mí un impulsor en las participaciones en
todo lo que es la educación a mi superior, al licenciado Rafael Flores Mendoza que es el
titular de la jefatura de oficina de la secretaría de educación pública, la maestra Delfina.
Gracias, jefe, por ese impulso siempre a todas y a todos porque nos da mucha
confianza que usted esté en ese lugar tan importante.",,,,,,,,,,,,
María del Carmen Salvatoni,"Y a nuestro buen amigo Jaime Vall, que eh hemos tenido mucho contacto con él en
ANUIES, siempre atento a lo que es la educación superior y nosotros en esta gran
responsabilidad en la dirección general de acreditación, incorporación y revalidación,
como ya lo comentaban en esta segunda sesión del Consejo Nacional para la
Coordinación de la Educación Superior de CONACES, pues tenemos las aportaciones
de los integrantes que conforman ese importante eh grupo que es el plantear los
lineamientos generales del Marco Nacional de Cualificaciones y el Sistema Nacional de
Asignación, Acumulación y Transferencia de Créditos Académicos.",,,,,,,,,,,,
María del Carmen Salvatoni,"Esto lo hemos llevado a cabo a través del establecimiento del comité para análisis del
proyecto denominado ""Lineamientos Generales"", donde participan importantes eh
instituciones particulares de educación superior a las cuales agradezco que aquí
tenemos eh representadas rectoras, rectores, directoras y directores de estas
instituciones tan importantes a nivel nacional.",,,,,,,,,,,,
María del Carmen Salvatoni,"A los estudiantes de los sistemas de educación superior, a las instituciones autónomas,
a la autoridad educativa federal y a la autoridad educativa local. Los resultados que
tenemos es que posibilita conocer la perspectiva desde el campo de aplicación de cada
uno de los integrantes. Trascendente para la actualización del proyecto al contexto
pedagógico, educativo y social. Análisis de los títulos I, II, III y IV para establecer las
bases que permitan una correcta aplicación en beneficio de la movilidad académica y
los saberes adquiridos a lo largo de la vida.",,,,,,,,,,,,
María del Carmen Salvatoni,"La presentación de este programa de trabajo que es eh se ha realizado a través de
medios remotos de comunicación en tres sesiones importantes que se ha conformado
por el secretariado técnico conjunto y los integrantes del CONACES para llevar a cabo
la comisión para el establecimiento del Marco Nacional de Cualificaciones y del Sistema
Nacional de Asignación, Acumulación y Transferencia de Créditos Académicos,
derivado de las cuales se realizaron las siguientes actualizaciones a este importante
proyecto.",,,,,,,,,,,,
María del Carmen Salvatoni,"Se subsanaron comentarios de forma y se modificó la redacción para que la misma
fuera acorde con la normatividad vigente aplicable a la materia.
Se incorporaron nuevos términos y conceptos que se consideraron trascendentes para
la conformación y análisis del mismo proyecto.",,,,,,,,,,,,
María del Carmen Salvatoni,"Se anexa un título referente al comité de seguimiento con la finalidad de establecer las
normas y criterios bajo los cuales se aplicará este proyecto. Nuestras propuestas muy
concretas que son las atribuciones para el comité es emitir las normas de organización
y funcionamiento del comité, conformar subcomités referentes a cada tipo, nivel o
servicio educativo, así como sus normas de organización y funcionamiento.",,,,,,,,,,,,
María del Carmen Salvatoni,"Acordar su calendario de sesiones, así como su programa de trabajo y de los
subcomités. Aprobar las reglas específicas para la asignación, acumulación y
transferencia de créditos académicos de cada tipo, nivel o servicio educativo.",,,,,,,,,,,,
María del Carmen Salvatoni,"Aprobar los descriptores específicos de cada uno de los tipos, niveles y servicios
educativos propuestos por los subcomités. Aprobar las directrices para la aplicación
efectiva de los presentes lineamientos generales. Revisar y, en su caso, proponer a la
titular de la Secretaría de Educación Pública las",,,,,,,,,,,,
María del Carmen Salvatoni,"Aprobar los descriptores específicos de cada uno de los tipos, niveles y servicios
educativos propuestos por estos subcomités.",,,,,,,,,,,,
María del Carmen Salvatoni,"aprobar las directrices para la aplicación efectiva de los presentes lineamientos
generales.",,,,,,,,,,,,
María del Carmen Salvatoni,"por último, revisar y en su caso, proponer a la titular de la Secretaría de Educación
Pública las actualizaciones a los presentes lineamientos.",,,,,,,,,,,,
María del Carmen Salvatoni,"¿Cuáles son nuestras eh acciones a seguir?
Primero, la aprobación del proyecto por parte del Conaces.
Segundo, el trabajo continuo y coordinado entre la DGAIR con: por supuesto,
conjuntamente con la Subsecretaría de Educación Básica, con la Subsecretaría de
Educación Media Superior, con Conocer y lidereado por Educación Superior a través de
nuestro subsecretario.",,,,,,,,,,,,
María del Carmen Salvatoni,"la revisión por la Unidad de Actualización Normativa y Legalidad y Regulación.
Y al final contar con la autorización por la titular de la Secretaría de Educación Pública
para su publicación. Esto daría cumplimiento al artículo 113 fracción novena de la Ley General de
Educación.",,,,,,,,,,,,
María del Carmen Salvatoni,"Nosotros contamos ya con un proyecto del marco nacional de calificaciones, la tabla de
equiparación actual, pero eh la estamos eh proponiendo y actualizando a través de
también la clasificación internacional normalizada de la educación emitida por la
UNESCO.
",,,,,,,,,,,,
María del Carmen Salvatoni,"Es cuanto, muchas gracias.
Enhorabuena y que los trabajos que aquí llevamos a cabo sean en beneficio de la
educación superior en México. Muchas gracias.",,,,,,,,,,,,
Jaime Valls Esponda,"A continuación, cedo la palabra al doctor Imanol Ordorika, director general de
evaluación institucional de la UNAM, quien presenta el sistema de información de la
educación superior. Adelante, doctor",,,,,,,,,,,,
Imanol Ordorika,"Hola, buenas tardes. Gracias por estar aquí todavía. También a colegas de la mesa. Eh
el si como saben todas y todos ustedes, la Ley General de Educación Superior
estableció en el artículo 361 la necesidad de establecer un sistema de información
sobre el sistema nacional de educación superior del país. No voy a leer el texto de la
ley. Eh en realidad esta inclusión en la Ley General de Educación Superior se hizo
porque ya habíamos venido trabajando desde hacía prácticamente dos años entre la
Dirección General de Evaluación Institucional de la UNAM y la Subsecretaría de
Educación Superior en la creación de este sistema nacional de información sobre la
educación superior.",,,,,,,,,,,,
Imanol Ordorika,"Esto había sido así porque en la UNAM se habían desarrollado una serie de sistemas
de información sobre la educación superior en México y en particular internos de la
institución y la Subsecretaría planteó que había que recoger esta experiencia y en
colectivo y en colaboración hacer un trabajo para la construcción del sistema esta dirección se firmó un acuerdo entre la Universidad Nacional y la Secretaría de
Educación Pública el 8 de junio de 2021 en el que se establecía que esta Dirección
General de Evaluación Institucional y la Dirección General de Planeación de la UNAM
trabajaríamos con la Subsecretaría de Educación Superior para desarrollar el sistema.",,,,,,,,,,,,
Imanol Ordorika,"también en el avance de estos trabajos se trabajó muchísimo muchísimo con un
buen número de universidades públicas del país a través de la AMERIFE y de manera
directa y con la ANUIES utilizando un vasto trabajo de recopilación de información de su
anuario estadístico que tiene que ser también considerado como un antecedente del
sistema actual. Bueno, tengo el agrado de poderles decir que hoy en día se cuenta ya
con un sistema integrado de información de la educación superior, este es su nombre
oficial, completamente funcional",,,,,,,,,,,,
Imanol Ordorika,"ya existe, ya está en línea, ya lo pueden consultar cada una o cada uno
de ustedes en este momento, es un sistema también en permanente desarrollo y
actualización. O sea, cada año se tiene que alimentar de nueva información, cada año
también o en otras eh temporalidades vamos a ir añadiendo nuevos módulos y
posibilidades para ampliar la información alrededor y acerca de la educación superior en
el país. En este momento cuenta con información acerca de 4371 instituciones de
educación superior de México públicas y privadas.",,,,,,,,,,,,
Imanol Ordorika,"Cuenta con
información eh con perspectiva de género y también con eh inclusión de grupos
marginados eh comunidades indígenas o de eh eh personas discapacitadas en los
siguientes temas. En prácticamente todos los siguientes temas y rubros de información.
Provenientes del formato 911, información de matrícula, personal docente, egreso,
titulación y varios más. También de la proveniente de la SEP, información sobre
PRODEP, matrícula de calidad, cédulas profesionales y presupuestos para las
instituciones de educación superior. Provenientes del CONACYT, la información de los
SNIS, los programas el programa nacional de posgrados de calidad, las redes temáticas
y fondos mixtos.",,,,,,,,,,,,
Imanol Ordorika,"Publicaciones académicas indexadas a partir de las fuentes de Web of Science y
Scopus, esa se actualiza cada día. Publicaciones, revistas académicas que se publican
en cada una de las instituciones de educación superior, a partir del Instituto Mexicano
de la Propiedad Industrial, información de patentes solicitadas y otorgadas a cada
institución y del CONAPO eh índices de marginación y pobra y proyecciones de
población que son útiles para las formas de visualización de este de esta información que ya tenemos acumulada. Se puede hacer análisis por cada institución haciendo
seguimiento de indicadores y de datos a lo largo del tiempo, se pueden hacer
comparativos entre instituciones de educación superior y los conjuntos institucionales a
los que pertenecen o los subsistemas, si lo queremos plantear así.",,,,,,,,,,,,
Imanol Ordorika,"un sistema de más muy robusto en términos de la información que contiene
porque toda está validada y se puede tener acceso a las fuentes directas de tal manera
que cada usuario o usuaria del sistema puede ver en qué información se sustenta el
dato o el indicador que se está presentando.",,,,,,,,,,,,
Imanol Ordorika,"¿qué sigue hacia delante? Resulta que
ahora tenemos nosotros que eh de alguna manera cumplir con la normatividad que se
estableció en el convenio firmado entre la SEP y la UNAM en varias direcciones para la
coordinación y operación del sistema. Básicamente integrar un comité técnico en el cual
se va a buscar a personas idóneas que trabajen con temas de información y estadística
de la educación superior.",,,,,,,,,,,,
Imanol Ordorika,"Provenientes de la coordinación de planeación, evaluación y estadística de la
subsecretaría de la Dirección General de Evaluación Institucional, la primera funje como
presidencia del del Comité Técnico y la Dirección General como secretaría técnica. Está
también la Dirección General de Educación Superior Universitaria e Intercultural, la
Dirección General de Planeación de la Universidad Nacional Autónoma de México,
Asociación Nacional de Universidades e Instituciones de Educación Superior,
Asociación Mexicana de Responsables de la Estandarización de la Información
Administrativa y Financiera en las Instituciones de Educación Superior A.C., Consejo
Nacional de Ciencia y Tecnología, Centro de Investigación y de Estudios Avanzados del
Instituto Politécnico Nacional. Además el Instituto Nacional de Estadística y Geografía
(INEGI), como integrante ex oficio.",,,,,,,,,,,,
Imanol Ordorika,"se propone a CONACES la creación de un Consejo Consultivo que eh tenga una
perspectiva no tan técnica, sino más de las direcciones hacia las cuales se puede
desarrollar el proyecto. Insisto, este proyecto es un proyecto a la vez terminado y en
desarrollo permanente.",,,,,,,,,,,,
Imanol Ordorika,"hay una actualización de la información que está teniendo lugar todo el tiempo, se
amplían rubros y módulos de información, se incluyen nuevos indicadores, se generan
nuevas formas y modos de presentación de los datos, incluso",,,,,,,,,,,,
Imanol Ordorika,"la base de datos admite accesos directos desde fuera de las páginas web para permitir
a las instituciones la utilización de esta información integrándola en sus propios
sistemas de información, intercambios con el Conacyt, etcétera.",,,,,,,,,,,,
Imanol Ordorika,"Y la incorporación de nuevas fuentes de información que se puedan ir sumando para
dar un panorama más completo. Este sistema también requiere una interacción muy
intensa con usuarias y usuarios del sistema.",,,,,,,,,,,,
Imanol Ordorika,"Con las instituciones, con la subsecretaría, con otros espacios de toma de decisión, con
la ANUIES. Entonces, es necesario un diálogo permanente, una relación muy estrecha
con las entidades generadoras de la información, atención a las necesidades
institucionales que presenta la secretaría en general o la subsecretaría o los
subsistemas que forman parte de ella.",,,,,,,,,,,,
Imanol Ordorika,"Este sistema nacional de información es, por supuesto, un insumo fundamental y este
es un compromiso que tenemos con el sistema de evaluación y acreditación de la
educación superior, está destinado a proporcionar información para el sistema, pero no
únicamente para el
el sistema de evaluación, sino para todas las entidades que tienen que hacer
planeación, toma de decisiones desde el nivel institucional hasta el nivel de la
administración federal.",,,,,,,,,,,,
Imanol Ordorika,"En resumen, quiero decir que tenemos ya un sistema operativo, un sistema que se está
actualizando, un sistema que se está diseñando para el futuro, en una interacción muy
bien lograda con un equipo sumamente eficaz de la subsecretaría de educación
superior y con equipos muy capaces en la UNAM, en la dirección general de planeación
y de evaluación institucional, a los que quiero agradecer en este momento. Y con esto
termino la exposición diciendo: entren, entren de inmediato y úsenlo, porque este sistema solo tiene sentido si todas y todos ustedes le dan un uso intensivo para sus
diferentes necesidades. Muchas gracias.",,,,,,,,,,,,
Jaime Valls Esponda,"Muchas gracias, doctor. Eh, yo les pediría, por favor, que pasen los acuerdos para que
los vean. Son seis acuerdos muy importantes, y para irlos leyendo, el primero es: el
CONACyT toma nota de la entrega del documento sobre
el modelo y políticas de financiamiento para garantizar la obligatoriedad y gratuidad de
la educación superior
y acuerda que el secretariado técnico conjunto convoque a la instalación de la comisión
de trabajo de este tema
para que en la próxima sesión ordinaria se presente a esta instancia el documento
definitivo",,,,,,,,,,,,
Jaime Valls Esponda," el siguiente acuerdo es el conaces toma nota del informe rendido por el coordinador de la comisión de trabajo de armonización normativa y acuerda que a
través de su secretariado técnico conjunto se remita a las comisiones de educación de
la cámara de diputados
y de la cámara de senadores del congreso de la unión así como a sus homólogas en los
congresos de las entidades federativas el documento denominado análisis de la ley
general de educación superior
en el cual se señalan los elementos básicos a considerar en la armonización de las
leyes estatales de educación superior con la finalidad de contribuir al cumplimiento del
mandato previsto en el transitorio quinto de la ley general de educación superior",,,,,,,,,,,,
Jaime Valls Esponda,"el siguiente acuerdo el del 2.10 el conaces toma nota de la presentación de avances en
la creación y operación del registro nacional de opciones para educación superior
así como del instrumento jurídico que lo regulará y acuerda que las autoridades e
instituciones de educación superior intensifiquen las acciones para que a la brevedad su
información sea incorporada en la plataforma correspondiente",,,,,,,,,,,,
Jaime Valls Esponda,"el acuerdo 11 es el conaces toma nota del informe presentado por el coordinador de la
comisión de trabajo para la reinstauración y fortalecimiento de las comisiones estatales
para la planeación de la educación superior
COEPE e instancias de vinculación consulta y participación social y acuerda que las
autoridades educativas que lo integran intensifiquen las acciones para que las COEPE
se adecuen a lo dispuesto en la ley general de educación superior
con el propósito de que en diciembre próximo la secretaría convoque a la instalación del
espacio de deliberación que manda dicho ordenamiento el acuerdo 12 el conaces toma
nota del informe rendido por la coordinadora de la comisión de trabajo",,,,,,,,,,,,
Jaime Valls Esponda,"para el establecimiento del marco nacional de cualificaciones y del sistema nacional de
asignación acumulación y transferencia de créditos académicos y aprueba el proyecto
de instrumento jurídico elaborado por la secretaría de educación pública
SEP y al cual han sido incorporadas las aportaciones de los integrantes de dicha
comisión en función de lo anterior conaces acuerda que a través del secretariado
técnico conjunto se notifique este acuerdo a la unidad administrativa responsable de la
SEP
para dar cumplimiento a lo dispuesto en el artículo 19 de la ley general de educación
superior puesto en el artículo 19 de la Ley General de Educación Superior.",,,,,,,,,,,,
Jaime Valls Esponda,"finalmente el conaces toma nota del informe de avances sobre la implementación del
sistema de información de la educación superior
y reconocemos el trabajo de la UNAM.",,,,,,,,,,,,
Jaime Valls Esponda,"Esta sería la propuesta eh si están de acuerdo los aprobamos en paquete.
Si hay alguien en contra, no veo abstenciones, quedan aprobados y pasamos
finalmente a asuntos generales, le cedo la palabra al subsecretario.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Pues bien, llegamos ya a estos asuntos generales, tenemos eh tres asuntos generales
registrados, nada más, tienen que ver
no, porque advertí, no, no es cierto. Yo creo que sí vamos a hacerlo, pero que conste
que dijimos que si había algún asunto general más se agregaba al principio. Perdón, el
tono no es eh de que incluya alguna otra cosa, pero cuando tenemos asuntos generales
y se la pregunta al principio un poco para generar nuestra práctica eh digamos
democrática y entonces irla ejerciendo de una forma regular, pero creo que no tenemos
ningún problema en tanto eh tomamos eh
digamos impulso que también pueda haber alguno más, algún asunto general más.
Lo que ocurre en las reuniones y en las asambleas es que efectivamente, derivado de la
reunión, se van derivando otras cosas y entonces nos podemos ir al infinito",,,,,,,,,,,,
