"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces tendremos que plantearnos la idea misma de inversión extranjera porque si la casa matriz deja de mandar sus ganancias y decide reestructurarse, estamos perdiéndonos la película, si solo estoy viendo lo nuevo que entra, lo nuevo que entra, lo otro se contabilizaba en la salida y basta, pero hoy día cómo contabilizamos algo que no sale y vuelve a entrar, sino que se queda aquí."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces el dato más interesante que nos ha dado y seguramente nos dará la Secretaría de Economía en un rato, en la reunión que sigue, es precisamente cómo se está reinvirtiendo para reconvertir y relocalizar la industria en México y cuál es su dimensión, y no solamente con respecto a la industria, sino abarcando todo el cambio que tiene que ver con la transformación cuya base son los semiconductores, por decirlo de esa manera."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Ahí la obligación para nosotros aparece con algo que es un, digamos, algo obvio, pero que para nosotros es esencial estar dentro de un acuerdo, porque el acuerdo entonces lleva con Hacienda, con la Secretaría de Economía, con las empresas a llegar a un acuerdo específico de cómo podemos abordar las cadenas de suministro, que es con respecto a las cuales se plantea, pero las cadenas de suministro tomando un acuerdo que tiene que ver con dos dimensiones, una geográfica, la digo así, y la otra sobre recursos, particularmente sobre el consumo del agua. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Vuelve a relevar en el convenio que el agua para los seres humanos, es la primordial, pero se plantea entonces sobre la relocalización, todo un tema del manejo ambiental en este sentido y es correcto, es sustentable, no sostenible porque es un recurso natural al que estamos refiriéndonos y al que, cuando nos referimos a poblaciones biológicamente medidas, entonces ahí en ese sentido estaríamos hablando de la sustentabilidad. Aquí la capacitación, la investigación y el desarrollo van ligadas a esto. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","El otro aspecto que yo creo que es fundamental es el referido a la siguiente de obligaciones que tenía dos páginas, no solamente es el agua, sino un crecimiento regional que toma por primera vez en consideración todo el tema de la transición energética, del tema de la electricidad y entonces nuevos empates y yo me quedé asombrado de corte administrativo, o sea, de una revolución en la idea de cómo estamos relocalizando y cómo reaparecen regiones en nuestro país y por tanto la posibilidad de hablar de territorios, esto es de instancias de coordinación en términos de la administración para poder plantear una promoción."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces viene combinado el viejo lenguaje, lo digo así de directo, el viejo lenguaje con los nuevos aspectos de cómo se está planteando una industrialización en el país sobre otras bases y vuelvo a aquello de la manufactura o la mentefactura, hacer una versión dos de maquila o proponer otros desarrollos."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En este sentido la presencia de nuestras instituciones es la que nos va a permitir, planteándolo desde cada institución y en esta instancia colegiada, plantearlo hacia cómo organizar, en términos mucho más concretos, un al principio se planteó, pero por los tiempos, establecer un programa nacional de semiconductores."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Eso llevaría una serie de arreglos que de aquí a septiembre no los tendremos. Lo que quisiéramos sí ofrecer en este marco es la posibilidad de un camino para un acuerdo nacional de semiconductores desde las instituciones de educación superior.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","O sea, si seguimos cada quien reaccionando ante el mercado como se corresponde, digamos en la vieja lógica, al rato nos va a pasar como con los campesinos, de que si el mercado manda una señal del café y todos nos ponemos a sembrar café, pues tumbamos el precio del café y nos puede ocurrir igual con los semiconductores de cierto tipo u otros. Es decir, aquí necesitamos realmente generar sinergias, establecer equipos y colaboraciones regionales."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, sin más, porque creo que lo que vale es si ustedes tienen alguna intervención, algún punto de vista, creo que es muy muy importante eh irlos vertiendo aquí en la reunión."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Adelante, por favor."
Participante,"Sí, es evidente que la verdad es que aplaudo que nos estemos poniendo de acuerdo con respecto a este proceso de semiconductores, porque México tendrá o tiene hoy una oportunidad que no se va a repetir."
Participante,"Y si lo que buscamos es como cotidianamente trabajar de manera individual para beneficios individuales, entonces va a dejar de existir esa gran posibilidad, así es que hoy y sobre todo desde las instituciones de educación superior, tenemos que hacer esfuerzos radicalmente importantes para ponernos de acuerdo, para saber cuál es la línea de acción y entonces verse favorecido todo un país y no solamente instituciones específicas en este tema."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sí. Bueno, adelante, tenemos le pasan aquí un micrófono, por favor al director."
"Dr. Sánchez, del Cinvestav","Muy buenas tardes a todas y todos. Este tema de semiconductores es muy importante para el país, como ya lo mencionó el subsecretario, yo creo que es, y como lo acaba de mencionar la compañera, yo creo que es el punto. Estamos entre un hecho histórico, de aprovechar el convertir a en este país en no solo un país manufacturero como desafortunadamente todavía muchos siguen pensando en esto de la de la relocalización en del hacer otra vez esta parte de maquiladora. "
"Dr. Sánchez, del Cinvestav","Yo creo que ya debemos de dejar atrás eso, debemos de pensar en que tenemos ya las capacidades y si no las construimos para poder ir al siguiente paso. Ser un país en donde seamos independientes de la tecnología que necesitamos y que seamos capaces de desarrollarla aquí mismo. "
"Dr. Sánchez, del Cinvestav","Tenemos el INAOE, como ya lo mencionaba la doctora Ofelia, tenemos otros centros CONAHCYT, los centros de Querétaro, en donde están trabajando mucho en este sentido y que acá como lo ha mencionado el doctor Conchero, ha mencionado al Tec Nacional, ha mencionado a Cinvestav, pero eso no quiere decir que nosotros somos los únicos que estamos trabajando en eso."
"Dr. Sánchez, del Cinvestav","Nosotros estamos dispuestos a colaborar con todo y así lo hemos abierto, hemos establecido convenios de colaboración no solo con el Tec Nacional, con las universidades de Oaxaca, con las universidades de del norte, en Tamaulipas tenemos una muy fuerte colaboración en esto en este sentido de los semiconductores en Guadalajara y ahora en Nayarit."
"Dr. Sánchez, del Cinvestav","Entonces este capacidad que tiene Cinvestav, capacidad que tienen los centros de investigación en nuestro país está a disposición de todas las instituciones y es momento en el que, como dice la compañera, nos unamos todos para trabajar juntos en el desarrollo que México requiere."
"Dr. Sánchez, del Cinvestav","Uniendo nuestras capacidades, uniendo nuestros logros, nuestras habilidades, para que este país deje de ser solo un país manufacturero y se convierta en un país de mente pensante, como lo ha mencionado el doctor."
"Dr. Sánchez, del Cinvestav",Ahora quisiera aprovechar esta ocasión para preguntar sobre el convenio: no está claro cómo se facilitará a las instituciones de educación superior su desarrollo o participación en este desarrollo de semiconductores.
"Dr. Sánchez, del Cinvestav","Es claro que podemos participar en la capacitación o en el desarrollo de lo que ya hemos hecho, pero para muchas de estas cuestiones tenemos ciertas limitaciones, especialmente las instituciones que no son autónomas, como los centros públicos de investigación, donde para comprar un equipo informático relacionado con este desarrollo de semiconductores necesitamos todo un proceso que puede durar hasta un año."
"Dr. Sánchez, del Cinvestav","Entonces, creo que todas esas limitaciones que existen actualmente para las instituciones que no tienen autonomía deberían también considerarse o deberían hacerse explícitas en este convenio, donde se mencionan las facilidades que se van a otorgar a las industrias y a la parte de capacitación y todo, pero no se menciona nada respecto a las facilidades que se les van a otorgar a las instituciones de investigación para que participen de este convenio. "
"Dr. Sánchez, del Cinvestav",Creo que eso es un punto importante que debe tomarse en cuenta o debe ampliarse o mencionarse en este convenio. Es cuanto.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. La propuesta sería, por nuestra parte, viendo esa ausencia, perdón, y es que es fundamental plantear una carta de intención firmada por nuestras instituciones para el convenio."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","O sea, nosotros definir los términos en los que queremos insertarnos, queremos plantear nuestra posibilidad de no solamente apoyar, sino de efectivamente acabar siendo esa subjetividad, le quiero decir así, o sea, esa capacidad y fuerza real para construir este proyecto."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Finalmente, está en nosotros, y en ninguna otra instancia, aportar proyectos, algunas ideas, facilitar, ver presupuesto, pero quienes pueden darle forma a precisamente este planteamiento, quitando toda prepotencia o digamos, sin sentirnos los únicos, pero está aquí ese potencial humano y esa capacidad instalada y esa voluntad que también es la clave para poder hacer un planteamiento de conjunto."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, estamos elaborando ya, si bien no alcanzamos a hacer un programa nacional, que en ese marco se discutió encargárnoslo a nosotros, a todas las instituciones de educación superior, el cambio fue, bueno, lanzamos una carta de compromiso nuestra hacia el convenio en la búsqueda de un acuerdo también que incluya presupuesto, posibilidad real de hacer un gran proyecto tanto nacional como en regiones en el país con vocaciones específicas."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Yo les quiero decir que es impresionante cómo avanzamos en Jalisco, cómo avanzamos en Guanajuato, en otras perspectivas también, cómo logramos en Nayarit hacernos toda una propuesta alternativa, y avanzar en todas las ideas de por dónde podríamos hacer esto que en concreto nos permitía tejer entre nosotros mismos también y por eso agradezco a nuestro al doctor Sánchez, nuestro director general del Cinvestav, toda la colaboración y la firma de convenios entre nosotros."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","O sea, empezamos agitar esto de la medida en la que podíamos hacerlo. Ahora queremos, ya que existe el convenio, plantear aquí mismo una carta, digamos de un acuerdo para poder avanzar en esta propuesta."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Entonces agradezco la introducción que hizo el doctor Sánchez para darnos una perspectiva.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Allí tenemos una intervención adelante.
"Patricia Guzmán, del INAOE","Sí, muchísimas gracias. Patricia Guzmán, para servirles, del INAOE."
"Patricia Guzmán, del INAOE","Precisamente yo me sumo a lo que están comentando. Cuando nosotros empezamos a trabajar aquí con nuestros compañeros acerca de lo que tenemos en semiconductores, todo el potencial que tiene nuestro país, veíamos instituciones; si bien estamos el Cinvestav, el INAOE, abanderando hoy en algunos temas que está trabajando, no somos los únicos; incluso invitamos, por ejemplo, al CIDESI, invitamos a la Universidad Veracruzana y a otras instituciones que bien pueden sumar a esto."
"Patricia Guzmán, del INAOE","Estoy totalmente de acuerdo. De hecho, las capacidades que tenemos sí es de analizarlas y aprovecharlas. Nosotros trabajamos con Cinvestav una, pues una técnica más bien de tener la suficiente humildad como para saber en dónde estamos nosotros fuertes y decíamos: bueno, tanto me puedo yo sola como INAOE hacer esta capacitación como Cinvestav también se pudiera ir solo. Pero si vemos mejor en qué somos mejores, pudiéramos trabajar en eso y potenciar esto y ofrecerlo a nuestro país, porque realmente el reto que tenemos es enorme."
"Patricia Guzmán, del INAOE","Es enorme, lo que hemos estado viendo y analizando es enorme y ahí fue donde dijimos, bueno, empezamos a trabajar, de hecho ya tenemos ahí trabajado unos diplomados que se pueden empezar a hacer, en donde dijimos, bueno, ustedes pueden ir en la parte digitales, nosotros en analógicos y de esa manera aprovechamos lo mejor de cada uno."
"Patricia Guzmán, del INAOE","Recibimos también en el instituto, de hecho en este momento estamos recibiendo el implantador iónico que nos faltaba para el proceso de semos, que eso es muy bueno, porque ahí ya estamos para capacitar tanto en diseño, en la parte de semiconductores, hay una hay algo muy fuerte, mucho se habla cuando se habla de la oportunidad de semiconductores en ATP, es muy bueno ATP, yo creo que es muy bueno y no hay que detenerlo, de hecho es una forma de empezar a entrar en este en este en este tema de semiconductores."
"Patricia Guzmán, del INAOE","Sin embargo, en el diseño yo no lo dejaría fuerte, más bien no lo dejaría aparte, porque es una parte fuerte de nosotros, la parte de diseño. El diseño tenemos capacidades tremendas acá en el país que no se han dado a conocer y que tenemos y que podemos aprovecharlas muy bien y a través de estos diplomados podemos fortalecerlo."
"Patricia Guzmán, del INAOE","Hemos trabajado perfectamente con el tecnológico nacional en cómo potenciarlo y yo creo que si vamos sumando y cada uno va sumando precisamente lo que pueda aportar, vamos a tener una potencia aquí tremenda en nuestro país."
"Patricia Guzmán, del INAOE","Entonces nada más dejo aquí abierto también la colaboración que tiene el INAOE que hemos estado trabajando desde que iniciamos con ese tema de semiconductores, no me había acercado, no había tenido la oportunidad estar en esta aquí en ANUIES, este nuestro director anterior sí, el doctor Edmundo, pero cuenten con nosotros para dar esa continuidad y aquí estaremos. Muchísimas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchísimas gracias y bienvenida aquí. Gracias, gracias. ¿Alguien más quiere intervenir? "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Entonces si me permiten leo el acuerdo que es:
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Acuerdo S.O.CONACES.12ª.9. El CONACES toma nota de la presentación del convenio de colaboración para impulsar el desarrollo de la industria de semiconductores y acuerda que sus integrantes lo difundan en sus respectivos ámbitos de competencia y que, quienes tengan interés en participar en las acciones que deriven de su ejecución, lo manifiesten así al Secretariado Técnico Conjunto. Para esos propósitos, el Secretariado Técnico Conjunto les hará llegar en breve una propuesta de carta de compromiso. Le colocamos ese término para poder involucrarnos más, o sea, es el compromiso de aquí para allá."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Entonces quienes estén por la negativa a favor de manifestarlo. Si no hay. 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Abstenciones.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Perfecto, queda aprobado por unanimidad."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pasamos al siguiente punto, el punto nueve, que es la de los lineamientos generales para el expendio y distribución de alimentos. Así se llama, de expendio y distribución de alimentos y bebidas preparados y procesados en las escuelas del sistema educativo nacional."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Si a nadie nos ofende a esta altura que nos llamen escuela, ¿verdad? Entonces estamos claros que somos parte de todo ese sistema educativo nacional."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Más que presentarle los lineamientos que ya están en el están en Cofepris para pasar a los jurídicos ya definitivos, ahí está avanzado. Destacar que estos lineamientos están preparados alrededor tanto de la ley general de educación, en particular de algunos aspectos de la ley general de educación superior, donde como ya estaba en la ley general de educación no se trataba de repetir lo mismo, se acentuó además de una vida saludable, especialmente en educación superior, el tema que va ligado con este de escuelas sanas que es el deporte."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Ahí abro un paréntesis de decirles que estamos avanzando fuertemente para que la universidad se convierta en un elemento regular, aquí queremos y vamos a empujarlo así año con año, estamos creando toda una instancia ya no nos quedó más de crear una instancia con referente a ANUIES para la coordinación de esto, la UNAM está muy involucrada directamente en el planteamiento de la UNAM con la fuerza que tiene precisamente en su condición de universidad nacional y de las instalaciones y esto está retomando esa parte."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero en términos concretos, lo que quisiéramos plantearles a ustedes, otra vez, resaltando las posibles contradicciones que abren estos lineamientos; es decir, van marchando e incluyen la educación superior, que les quede muy claro a todas y todos, porque, digamos, por encima de cualquier otro referente, el derecho humano a la educación y a la educación en un ámbito seguro y sano es la clave; si no, no es posible esto. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","¿Cómo instrumentarlo en las instituciones de educación superior? va a quedar abierta esta posibilidad, pero, en términos generales, se hace todo un análisis en la introducción de estos lineamientos que ya ha sido aquí planteado y se sintetiza en obesidad infantil, obesidad de adulto, se sintetiza en las crónico degenerativas y particularmente la diabetes como un elemento con una propensión genética para las mexicanas y mexicanos pues comprobada."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Se habla de las cifras, todavía en los anexos, las cifras claves de lo que esto representa y perdón, pero viendo así las cosas y hay cierta razón en este país de seguir como vamos en términos del cambio de población y de las crónico degenerativas y tal, estamos llegando a ser impagable el tema de salud o le entramos en la prevención y creemos que el papel de la educación y una cultura de comida sana acaba siendo fundamental. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, los elementos que tienen que ver sobre todo con el planteamiento digamos de los eh productos elaborados de cómo perdón, hay universidades y yo me he podido quejar donde hay expendedoras de Coca-Cola piso por piso, sí, disculpen, esa es nuestra realidad, y están absolutamente integrados en nuestras dinámicas de las instituciones de educación superior y en particular de las autónomas, pero también las otras en las concesiones y de recursos propios está incluido."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Estoy hablando de algo que mejor algunos dirían mejor que callémoslo y a ver si pasa de panzazo eso, vamos a entrar en contradicciones, ¿sí? y más vale asumirlas y estamos preparados legalmente para enfrentarlas. Sí es un cambio cultural central, o sea, es anteponer el digamos derecho superior de nuestros estudiantes y también de los trabajadores en general para no seguir en la línea de alimentos insanos, llamémosle así en términos generales, pero significa una ruptura. Significa también reorganizar nuestros espacios."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces la vuelta está en el proceso de bancarización de construcción de las viejas cooperativas para los que somos suficientemente viejos y todavía tuvimos cooperativas en nuestras primarias, ahí estábamos y en la secundaria, bueno, eso lo queremos recuperar en términos generales porque la educación financiera le llaman algunos, es más bien bancaria o es esencial, qué hacemos con el ahorro de los niños, sí, cómo decidir tu vida desde ahí, es todo un proceso educativo, cómo comprarle a los campesinos de las regiones los productos de temporada y reforzar las economías locales."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Vienen planteamientos, algunos demasiado generales porque no hay forma de hacerlos tan específicos y además si queremos sacarlos en este mes, que es la idea central de nuestra secretaría es sale o sale este mes estos lineamientos y lo que venga, o sea, vamos a desarrollar toda una campaña nacional, ya lo indicaban las compañeras y me encanta ligado a todo el problema, digamos, de las drogas, y de cómo la campaña esta hay que decir que salud le va a poner dinero a la campaña de propaganda y esto y lo otro porque sin eso este planteamiento de estos lineamientos se puede quedar en el aire y en particular también queremos involucrarnos en una perspectiva de una cultura diferente."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Creemos que las instituciones de educación superior otra vez pueden ser las depositarias de un gran planteamiento, voy a ser exagerado, pero si ustedes quieren, pero yo estoy convencido de un giro civilizatorio, o sea, del consumo, cuando decimos que cada Coca-Cola mediana contiene seis cucharadas soperas de azúcar, pero tiene tres de sal, de cucharitas de sal, porque la adicción es dulce con salado. Así de simple, más lo otro que le echen, que nunca nos dicen qué es lo que le echan, ¿no?"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces esa adicción o todos los elementos que se incorporan es muy difícil a ciertos alimentos le colocan elementos de adicción. Entonces ustedes quieren crear adicciones de otro orden, pero también están ahí."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero es un problema de salud pública grandísimo, todos somos conscientes de él, creo que nadie en corto diga que esto no es importante. Ya veremos en la operación de esto, se ha tratado de ser super cuidadosos, pero ahí vamos eh sí en educación superior y con el tema y lo digo abiertamente otra vez, de las autonomías, rondaba toda esta idea, yo espero que eso va a ser superado a partir de la conciencia de que está el derecho superior de los estudiantes por encima de cualquier otra forma de administrativa o de este tipo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Autonomías no solamente son las públicas, sino que hay privadas con este carácter y reconocimiento en términos del marco del artículo tercero de nuestra Constitución, digo para que estemos enterados todos de que también ha habido esto eh por decreto presidencial y reconocimiento. Entonces este es el planteamiento de esos lineamientos"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","De no pasar a los lineamientos queda en rollo mariador la cosa y ah qué bien y como recomendaciones y queda en el aire, ¿no? Aquí es eso, un gran tema que queda a discusión, no va a ser resuelto por estos lineamientos, tiene que ver con los gobiernos locales y eso es lograr trabajar hacia nuestros entornos eh educativos, o sea, si yo tengo a la salida Oxxos y la recomposición del mercado en ese sentido del Oxxo, o sea lo que significa, bueno pues tengo una distorsión de mercado poderosísima ya en este momento y cada quien puede tener en su mente al Oxxo al cual acude de vez en cuando para ver qué se vende ahí dentro, o sea, creo que no se vende nada más que estas cosas que son súper dañinas. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces un modelo sobre una forma de vender eso. La gran pregunta es si podremos modificar esto y creemos que sí, que con una cultura, con un planteamiento de cambiar un poco como, y de los propios niños y adolescentes y jóvenes sobre sus casas, como el tabaco, yo creo que ahí fue el punto de quiebre sobre el tema del tabaco y ahora tenemos los vapeadores como el siguiente problema, que son más cancerígenos que el tabaco, entonces ya es alucinante esto, pero tenemos que avanzar eh directamente en estas cosas."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces estamos orgullosamente conectados con que sea para toda la educación y no solamente para los que tienen absoluta dependencia de la secretaría, sino como educación superior que nos manejamos pues casi no tenemos sindicatos y casi no tenemos tampoco estas estructuras de dominio o de determinación sobre las escuelas, sino nos manejamos precisamente a partir de estas instancias coordinadoras, por eso la ley era tan difícil porque tenemos que manejarnos como instituciones que también tienen una condición libre, etcétera."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Entonces Luis Armando. 
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Gracias Luciano, solamente porque creo que es muy importante decir que el que se haya elevado al rango de derecho fundamental la educación superior tiene implicaciones muy importantes en términos de las obligaciones que como instituciones de educación superior tenemos como custodios y como garantía de derechos humanos."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Es decir, lo digo porque decía Luciano, se refería a la educación básica y a estas que están obligadas digamos por la SEP, pero nosotros tenemos también esa misma obligación. O sea, la autonomía no sería un pretexto, por ejemplo, para argumentar que tenemos libertad de mercado dentro de las instituciones de educación superior y vender ahí lo que nos genere ganancias en desmedro de la salud de las y los jóvenes, o sea, ahí también hay una obligación."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Por eso coincido plenamente con Luciano cuando dice que es posible plantear una defensa jurídica desde la perspectiva de los derechos que seguramente este tendría muchas posibilidades de ganar, porque lo que está en juego ahí es no es la economía de las instituciones sino la salud de las y los jóvenes. Solo eso, querido Luciano."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","¿Alguna otra? Sí, Carmen, por favor, si eres tan amable."
"Carmen Enedina Rodríguez Armenta, directora general de educación superior universitaria e intercultural","Sí, creo adicional a esta parte tenemos todo el elemento administrativo y jurídico para que se realice, es decir, en los convenios de apoyo financiero que la Secretaría de Educación Pública donde se otorga el subsidio eh público ordinario este se envían, así como ya es un compromiso, los programas de cultura de paz. "
"Carmen Enedina Rodríguez Armenta, directora general de educación superior universitaria e intercultural","Creo que tenemos todos los elementos para que una vez que sea aprobado por este CONACES podamos colocar en el siguiente convenio esta restricción en aras de estos derechos humanos que estamos mencionando, pero ya con un elemento jurídico que incluso la propia Auditoría Superior de la Federación verificará en su momento este el cumplimiento, dado que ellas son las instancias fiscalizadoras, pero bueno, de ser aprobado creo que tendríamos todo, por lo menos en este momento, para las instituciones públicas y también habrá que revisar los elementos para las instituciones privadas ¿no? Gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Tendremos la oportunidad en el último CONACES de traer aquí los lineamientos para que también sean aprobados por esta instancia, a pesar de que se pueda decir bueno, ya no hace falta porque es la SEP, para nosotros es fundamental que pase también por esta instancia los lineamientos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","¿Alguien más quiere intervenir al respecto? Entonces me permito sí, adelante por favor."
David Fernández del Instituto Nacional de los Pueblos Indígenas ,"Gracias, buen día, gracias por la invitación. David Fernández del Instituto Nacional de los Pueblos Indígenas. Quisiera ser muy preciso, nada más. Nosotros tenemos una experiencia a través del programa de apoyo a la educación indígena país y que paralelamente también ha sido usted un gran promotor, del cual agradecemos hoy con la Universidad de las Lenguas, en el cual a través de esta institución académica el mismo instituto apoyó con el comedor universitario."
David Fernández del Instituto Nacional de los Pueblos Indígenas ,"Nosotros en el país hemos venido apoyando a ocho universidades en las que hemos instalado estos comedores universitarios, de los cuales ha sido difícil, porque si bien es cierto lo que oímos es estado nosotros procurando y que ha sido en el término conceptual la famosa pertinencia cultural de los alimentos, que rompe mucho con el esquema de lo que nos enfrentamos a lo que hoy hablamos, el cómo acceder a esos alimentos que no tienen nada de valor nutrimental. "
David Fernández del Instituto Nacional de los Pueblos Indígenas ,"No con ello decimos que nosotros estamos manteniendo al margen, pero sí ha sido un elemento fundamental para romper los paradigmas en este sentido. Esto es acercar alimentos con pertinencia, de modo que el educando pueda asimilarlos de otra manera."
David Fernández del Instituto Nacional de los Pueblos Indígenas ,"Y por otro lado, también el poder crear formas, emprendimientos sostenibles y sustentables, en los que creo que también habría que apostar, el hecho de decir cómo podemos hacer sostenible un proceso relacionado con la alimentación. Y vuelvo a reiterar, hemos sido grandes impulsores de la pertinencia cultural, porque creo que, en ese sentido, los alimentos tendrán que pasar por un proceso de garantía de otra manera."
David Fernández del Instituto Nacional de los Pueblos Indígenas ,"Nosotros también pasamos por mecanismos administrativos de regulación, pero sin perder de vista la pertinencia cultural. Gracias. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Muchísimas gracias. ¿Alguien más? 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Me permito entonces leer el acuerdo, no sin agradecer también esta intervención, porque es fundamental entender que la pertinencia también debe ser cultural y todo ello."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Acuerdo S.O.CONACES.12ª.10. El CONACES toma nota de la próxima publicación de los lineamientos generales para el expendio y distribución de alimentos y bebidas preparados y procesados en las escuelas del Sistema Educativo Nacional y acuerda que sus integrantes, una vez publicados, contribuyan efectivamente desde su ámbito de competencia a su instrumentación, atendiendo a su respectiva naturaleza, normas y autoridades. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Los que estén por la negativa a favor de manifestarlo.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Abstenciones.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Queda digamos este señalamiento ya recuperado. 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pasamos entonces a asuntos generales en este punto para dar el informe de resultados de los foros de vinculación 2024. Cedo la palabra a Ramón Cárdenas, coordinador de proyectos especiales y vinculación. Por favor, Ramón. Muy breve, si eres tan amable."
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ","Muchas gracias. Buenas tardes a todos y todas ustedes. Como saben, durante los meses de abril y mayo, realizamos la gira nacional y llevamos a cabo seis foros regionales sobre vinculación. Esta fue la cuarta edición y culminó el trabajo que habíamos venido desarrollando en las tres anteriores. La información completa está en la carpeta que les enviamos con la invitación, por lo que no me detendré mucho."
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ","Quiero destacar que en estos foros sobresalieron las mesas de trabajo que desarrollamos en torno a la industria de alta tecnología, los diálogos de alto nivel sobre los principales temas de vinculación de la educación superior. Participaron más de 1000 expertos de las 32 entidades federativas y poco más de 231 representantes de las autoridades educativas estatales, COEPES e instancias equivalentes, y diversos aliados de los sectores público social y empresarial. "
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ","Hay que señalar que le dimos una última pasada a los marcos generales, los cuales ya se pueden descargar. Ahí está la liga en educacionsuperior.sep.gob.mx."
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ",Finalmente quiero compartirles que próximamente estaremos invitándolos a la presentación del libro de buenas prácticas de vinculación para la educación superior. 
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ","Y quisiera aprovechar para comentar algo que también fue tema de los foros, que es la necesidad de impulsar el RENOES y que los jóvenes puedan aprovechar la herramienta que representa el taller de orientación educacional que me parece muy importante y sobre todo la información del observatorio laboral y de la secretaría de economía, a través de la página de Data México que permitirá revisar pues una mayor tomar una decisión sobre la oferta educativa. "
"Ramón Cárdenas, coordinador de proyectos especiales y vinculación ",Quiero también aprovechar para agradecer a todas las instituciones y estados anfitriones de las cuatro ediciones de los foros y les invito a ver un breve vídeo sobre los resultados de los mismos.
