Participantes,Dialogo
Elena Álvarez-Buylla,"la articulación de todas nuestras capacidades; pero también explícitamente se manda a
un apoyo sostenido a la ciencia básica y de frontera, con un estricto respeto a la libertad de investigación en todas las áreas del
conocimiento; y por ello es que planteo aquí, a manera de resumir, que no se restringe por ningún motivo eh el tema o el proyecto de investigación que un investigador o
investigadora quiera desarrollar y acceder a recursos eh por parte de este el Conacyt en
instancias tanto públicas como privadas, porque las instancias privadas esto es muy
importante pueden con este mandato general concursar por los recursos de
investigación que se convoquen a través del Conacyt,"
Elena Álvarez-Buylla,"la ciencia no se centraliza, esto de alguna manera esto ya lo dije, más bien se toma en cuenta en este sistema nacional de HCTI a las autoridades federales y locales, a los actores del sector social y privado y también a las comunidades que pueden tener y que tienen de facto conocimientos
muy muy valiosos hay una distribución clara de competencias con facultades concurrentes de los tres
órdenes de gobierno  esto es muy importante que quede claro y enfatizado"
Elena Álvarez-Buylla,"también se plantean mecanismos de colaboración, cooperación y articulación quisiera yo tocar muy brevemente que en el sistema nacional de
investigadoras e investigadores en general este se reconoce no solamente la
publicación de artículos en ciertas revistas, sino la formación de estudiantes, la
promoción del acceso universal al conocimiento y el avance del conocimiento desde
luego, tanto en ciencia básica como aquel que pueda tener implicaciones para
desarrollos tecnológicos y también para la incidencia, no se subsidia las obligaciones patronales de las empresas que son universidades e instituciones
de educación superior privadas, pero por supuesto que dentro de la ley queda muy claro
y explícito la posibilidad de establecer convenios con el CONACYT para otorgar
estímulos a sus trabajadores que obtengan la distinción por parte del CONACYT con lo anterior queremos dejar clarísimo y muy enfatizado que no se violan los derechos
humanos de investigadores y personas investigadoras adscritas a instituciones de
educación superior del sector privado, la ley no discrimina a nadie en este sentido, pero sí recupera la integralidad pública de estos instrumentos que se sustentan en recursos públicos, en
recursos del pueblo de México."
Elena Álvarez-Buylla,"enfatizar nuevamente que como parte de este acceso abierto se dejan figuras para que
sea no como antes una simulación es esta posibilidad de acceso abierto tanto con una
red nacional de jardines etnobiológicos que están ya en 25 estados, que el sistema
nacional de información sustentado por repositorios que nunca antes se habían
realmente establecido."
Elena Álvarez-Buylla,"Hoy tenemos millones de consultas, los ecosistemas nacionales informáticos que
permiten el que toda la investigación articulada en temas prioritarios puedan ser
utilizables por el sector privado, social y también público, por supuesto, una plataforma
única y les estarán ya llegando las invitaciones a que presencien aquí acompañándonos
en Conacyt o bien o conectándose en red, la presentación de una plataforma única de forma disruptiva que va a facilitar muchísimo todos los procesos, tanto para compartir el conocimiento entre los diferentes miembros
de las comunidades de HCTI como para gestionar el CDU, las solicitudes al SNIT, a becas; es una nueva
plataforma que denominamos RIZOMA y espero que acudan a la presentación ya oficial, que es parte de estos compromisos que
hemos establecido y que hemos ido trabajando durante estos cuatro años."
Elena Álvarez-Buylla,"Es una
plataforma pública generada por el CONACYT para el servicio abierto, que
probablemente va a ser útil también para otras instancias del gobierno federal y también
accesible a los gobiernos estatales, y que va a facilitar, como les decía, la gestión de
muchísimos trámites sin tener el riesgo, como ocurrió en sexenios pasados, de perder
todas las bases de datos. Tenemos ahora más de 700.000 registros de personas de las comunidades de
HCTI que en sexenios pasados han tenido que volver a subir su información porque
estas bases de datos se habían privatizado y además el gobierno nos gastábamos muchísimo dinero en grandes corporativos para mantener estas plataformas."
Elena Álvarez-Buylla,"Cuando terminemos este sexenio y de acuerdo a lo que ahora nos manda esta ley general, el Conacyt dejará de usar plataformas del gobierno de México,
plataformas públicas que además serán abiertas en beneficio del interés general para gestionar todos los aspectos que tienen que ver con el Conacyt. Con esto
quisiera terminar y, por supuesto, si hay preguntas, estoy más que dispuesta.
Muchísimas gracias por su atención."
Francisco Luciano Concheiro Borquez,"Muchísimas gracias, doctor Álvarez Buylla. También le agradecemos habernos enviado
ya la presentación; ya la tengo y la podemos distribuir. A continuación, tenemos tiempo,
no demasiado, para algunas intervenciones o preguntas por parte de los integrantes del
Conacyt. Sí. Adelante, por favor."
Juan Pablo Murra,"como como ha destacado la directora y uno de los criterios que debe orientar la
educación superior, es el reconocimiento del derecho de todas las personas a la educación y a gozar de los
beneficios del desarrollo de la ciencia y la innovación tecnológica y yo sí creo que es pertinente hacer notar que esta nueva ley general de humanidades,
ciencias, tecnologías e innovación sí afecta de manera importante a investigadores e
investigadoras de nuestras instituciones, de instituciones privadas, que eh aportamos una proporción importante a la producción científica en el país, eh
porque se ven afectados en los estímulos financieros otorgados en el marco del sistema
nacional de investigadores, que en principio otorga el estado mexicano directamente a las y los investigadores y
que deberían de ser entregados con base en mérito y el aporte a la ciencia y no por la
naturaleza de su de su empleador."
Juan Pablo Murra,"También eh se afecta a los estudiantes instituciones privadas o que buscan estudiar en
instituciones privadas eh a las becas de de posgrado al al existir este mecanismo de
prelación sí sí se ven afectados en ese en ese sentido. Pero dicho eso y como lo hemos manifestado en diversos espacios cuando hablamos
de humanidades, de ciencias, de tecnologías, de innovación, México nos necesita a todos y estamos aquí para seguir sumando y
reiteramos nuestra disposición para colaborar con todos los actores para que así sea."
Participación del Foro,"más que experiencias el de conocer eh los avances y por qué no también
esas oportunidades eh a las cuales este no hemos podido eh alcanzar y lograr nuestros
objetivos. como ejemplo pongo el que hace no más de tres meses eh y esto es como un
ejemplo de un reto, de ese gran reto que tenemos como país en educación superior, en donde se reunieron hace como tres meses 1000 este científicos, investigadores de
las tecnologías de la información, de la comunicación para pedirle al mundo que se
detuviera el avance de la este investigación para que se tuviera el avance de la inteligencia artificial por espacio de seis meses"
Participación del Foro,"Y bueno, ayer me enteré por las noticias lo que estaba sucediendo en Estados Unidos,
cómo cayó la bolsa de valores por una imagen que distorsiona completamente la
realidad. Y bueno, no es más que un ejemplo del gran reto que tenemos en nuestro país de estar
a la vanguardia en educación, ya que lo que se detiene se retrasa. Cualquier espacio, actividad o función que se detiene supone un retraso, y eso no
podemos permitirlo. Gracias nuevamente, subsecretario, por este espacio, y al igual que
todos los presentes, estaremos pendientes para aportar lo mejor de nosotros y
contribuir con los objetivos del CONACyT."
Octavio Castillo Acosta,"Gracias por incluir el tema en esta octava sesión del CONACyT. Escuchamos con
atención la presentación, evidentemente hay mucho que analizar y comentar, pero
tengo una pregunta concreta para la directora del CONACyT y es esta. ¿Cómo es que una ley federal no es obligación de un grupo de ciudadanos en este caso
los investigadores? Si me lo pudiera explicar por favor."
Octavio Castillo Acosta,"Sí, gracias. Buenas tardes a todos. Soy Ramón Jiménez, director del Tecnológico
Nacional de México. A mí me da mucho gusto escuchar la exposición muy apretada
pero sintética de la directora El directora general de Conacyt quisiera resaltar algunos puntos casi de contraste, por
ejemplo, en la nueva ley se destaca el apoyo a ciencias básicas y aplicadas, eso ahora es
fundamental así como también a la ciencia de frontera, precisamente por el tema que comentó mi antecesor, en segundo lugar, antecesor porque pues hay un avance científico y tecnológico extraordinario en todo el planeta y
México no puede quedarse atrás."
Octavio Castillo Acosta,"Pero también es importante contrastarlo con el apoyo del Conacyt que reivindica
saberes y participación de las comunidades, sobre todo los pueblos indígenas y pueblos afrodescendientes, o sea, se abarca el tema de las becas universales. Es muy importante, es un gran estímulo porque no solamente es para las escuelas
públicas, sino también para las escuelas privadas."
Octavio Castillo Acosta,"En cuarto lugar, pues el sistema nacional de investigación y sobre todo el apoyo que se
dará a las empresas de base tecnológica. Quisiera también resaltar la colaboración, la directora insistió mucho, creo que lo
escuché como siete veces por lo menos, en la colaboración con el sector privado, pero sobre una base nueva eh que ella
también explicó, no del influyentismo, etcétera, sino más bien de los resultados en de lograr entre otras cosas la soberanía de nuestro país en estos temas tan
relevantes de ciencia, tecnología, bueno, humanismo, ciencia, tecnología e innovación."
Octavio Castillo Acosta,"Y también resaltar el hecho de los mecanismos de retorno, porque pues si todo era
fondo perdido, hemos visto que podría haber resultados o podría no haber resultados,
pero este mecanismo de retorno me parece también positivo"
Octavio Castillo Acosta,"y reitero mi deseo de que ojalá lo pudiera explicar un poco más la directora; se refirió
por lo menos siete veces a la colaboración con el sector privado, entiendo que parte de
esto es porque ha habido en los medios de comunicación una serie de referencias que no valoran suficientemente esta nueva ley en relación"
Josue Roberto Moya,"buenas tardes a todas y a todos
los integrantes de esta comisión eh, pues rápidamente yo quisiera hacer una pregunta
en el sentido de los y las alumnos del país eh, en el sentido de que se queda cierta
incertidumbre para algunos compañeros y compañeras sobre eh cómo sería el proceso
para solicitar eh, pues obviamente las becas que van a respaldar los estudios de
posgrado y también eh tengo esta duda acerca de a qué se refiere con quitar ciertos
intermediarios, principalmente a qué se referiría con que se van a quitar esos
intermediarios. Esta duda es un poco eh latente dentro de la comunidad universitaria y
pues aprovechando que está la doctora Marielena, pues sí quisiera que nos comentara
cómo se ve de esta manera. Muchas gracias."
Daniel Fragozo Torres,"me gustaría hacer como tres precisiones después de que
estuvimos participando eh activamente en este tema de la ley y ahora iniciamos una
serie de foros aquí en el estado de Hidalgo para dar a conocer la propia ley y para poder trabajar en lo que sigue después de la
aprobación de la ley, ¿no?"
Daniel Fragozo Torres,"Como todas y todos ustedes saben, eh una vez que una ley eh ha sido aprobada, eh en
el caso de las leyes federales o las leyes generales, estas tendrán que pasar por eh los
diversos congresos locales, tener un periodo, eh publicarse las propias eh reglamentaciones estatales, ya que pues
pertenecemos a una federación de estados, ¿no? En el caso, en este caso yo creo que la publicación de la ley de de humanidades,
ciencia y tecnología eh pues nos permite dos cosas a las entidades"
Daniel Fragozo Torres,"eh tener la
caracterización eh propia eh con un marco normativo federal, pero desde la caracterización de las propia de la propia naturaleza de cada una de las
entidades, es decir, no es lo mismo que requiere en el desarrollo de humanidades,
innovación, ciencia y tecnología el estado de Hidalgo como lo podrían requerir los
estados del norte, los estados del sur, ¿no? Eh cada estado es diferente y tendrá que
construir y y edificar una adaptación de este propio de esta propia reglamentación
dependiendo a las vocaciones regionales y a las vocaciones de innovación, ciencia y tecnología que tiene cada entidad federativa."
Daniel Fragozo Torres,"Por lo cual yo creo que esta ley, como lo ha comentado la directora general del
Conacyt, permite la democratización de los estímulos, permite también una planeación específica que va de lo nacional a lo
regional e incluso a las particularidades de cada entidad y nos permitirá, con un estudio muy específico, con reglas muy claras, con la
caracterización que se pueda determinar en cada uno de los congresos locales, poder
tener un marco normativo y jurídico que, desde la individualidad de los congresos de las
propias entidades federativas, pueda ayudar a construir un nuevo sistema."
María Elena Álvarez-Buylla,"Sí, quisiera yo enfatizar el tema de las privadas. Y es muy importante eh que lleguemos a acuerdos, acuerdos claros y me da mucho
gusto quien habló en representación de las universidades privadas esta disposición a
una verdadera colaboración. Tenemos un profundo respeto por las comunidades de todas las instituciones de
educación superior, por supuesto, incluidas las privadas."
María Elena Álvarez-Buylla,"Sin embargo, yo quisiera decirles que con la ley anterior quedaban miles de estudiantes
de universidades públicas, de las mejores, de todas las que ustedes representan de
posgrados de altísimo nivel, estudiantes ya aceptados en sus posgrados que de manera discrecional, opaca,
quedaban sin beca. Y estoy hablando de miles de estudiantes, de miles de estudiantes."
María Elena Álvarez-Buylla,"Porque había una distribución sin ningún criterio estructural y estructurante ni de si eran
eh posgrados de investigación o profesionalizantes, si eran públicos o si eran privados y además había una discrecionalidad que se había establecido con criterios
por lo menos muy opacos, pero probablemente implicaba el usar las becas para
favorecer intereses creados"
María Elena Álvarez-Buylla,"Y esto dejaba a las universidades, repito, a las instituciones de educación superior
públicas, por ejemplo, sin becas en historia, en geografía, pero también en matemáticas, en física, en biología No digamos a todos los artistas, fuera, ellos no tenían los músicos, ningún quehacer
creativo útil para el desarrollo de la ciencia cuando hoy, por ejemplo, en el en el MIT,
por ejemplo, es fundamental la colaboración con las humanidades incluidas todas las
artes y las disciplinas creativas."
María Elena Álvarez-Buylla,"Es indispensable que el presupuesto público sirva para apoyar a todas las instituciones
de educación superior desde luego, pero que los recursos no se desvíen hacia la
subvención de instancias de negocio que tienen todo el derecho a hacerlo con base en
la educación, pero que no permitían en años anteriores garantizar a la educación superior como un
derecho."
María Elena Álvarez-Buylla,"Y entonces se iban generando estos privilegios y repito, estudiantes aceptados en los mejores posgrados
de las instituciones de educación superior públicas que quedaban sin beca."
María Elena Álvarez-Buylla,"¿Cómo hemos resuelto esto? Lo hemos resuelto en el caso de los investigadores, por
supuesto, utilizando recursos públicos que son grandes para también dejar que los
investigadores de instituciones privadas eh manden sus solicitudes al esni, evaluarlos y
igual que todos los demás, pero pedirles a las instituciones que eh se finquen en la oferta de educación para
desarrollar sus negocios, que cuando tienen investigadores reconocidos por el sistema
nacional de investigadores, sean los dueños de estos negocios quienes complementen
los sueldos y que esto no se le cargue a los recursos del pueblo para evitar que las
instituciones de educación superior queden sin el apoyo que se necesita y que es deber
del gobierno apoyar de manera suficiente."
María Elena Álvarez-Buylla,"En el caso de los becarios, lo que hemos encontrado muy útil es que se establezcan
convenios con las universidades, por ejemplo, tenemos ya estamos trabajando con
varias de ellas en estos convenios renovados, aparados por la nueva ley para que todos
los estudiantes que decidan entrar a estas universidades, por lo que sea y que tienen toda la libertad de hacerlo, puedan recibir también una beca de Conacyt."
María Elena Álvarez-Buylla,"Esto pues el prestigio que le da a las
universidades es grandísimo, estamos seguros, seguros que van a tener muchos
estudiantes de altísima calidad interesados en programas de excelencia que
obviamente se ofertan en estas instituciones de educación superior. Lo único que les
pedimos es que no les pidan a los estudiantes usar su beca que está derivada de estos
recursos del pueblo de México para pagar las colegiaturas. Es lo único."
María Elena Álvarez-Buylla,"Ha sido exitoso este nuevo sistema nacional de posgrados en que se asignan las becas
eh de manera directa. Ahorita lo explico muy rápidamente porque es fue otra pregunta y
hemos podido becar absolutamente a todas y todos y cada uno de los estudiantes que
las universidades privadas han aceptado y nos han solicitado becar."
María Elena Álvarez-Buylla,"Entonces no hay
ningún tipo de discriminación, es solamente una nueva forma de colaboración mucho
más justa a favor del interés general y utilizando, claro, por supuesto, esta disposición a colaborar
de parte de las instituciones de educación superior privadas, pero teniendo una claridad
de que las instituciones públicas tienen como mandato el velar por el interés general, el
interés público."
María Elena Álvarez-Buylla,"La segunda pregunta me parece que es muy afortunada porque da
cuenta de que no fui clara en mi expresión. Obviamente esta ley es una ley que se tiene que respetar por todos. Es una ley
secundaria que además responde a un mandato constitucional y a una obligación que
teníamos desde el Conacyt, pero también las y los legisladores de que esta ley se este
integrase y fuese aprobada por las y los legisladores. Entonces eso no cabe duda eh
rector de la Universidad Autónoma del Estado de Hidalgo, por supuesto tiene usted
razón y le agradezco muchísimo la oportunidad"
María Elena Álvarez-Buylla,"Lo que no y queda muy claro en la ley, obliga a todas y todos los investigadores a desarrollar proyectos que estén en esta
agenda nacional. O sea, la agenda nacional nos va a ayudar a tener mayor eficacia, mayor eficiencia en
la articulación de las capacidades y llegar a tiempo al desarrollo que necesitamos y en
esa articulación, podríamos haber tenido a tiempo los ventiladores, la vacuna, que aunque se diga lo que
se diga, el desarrollo fue muy rápido, sobre todo por el desmantelamiento que nos
dejaron gobiernos pasados en esta materia de desarrollo de vacunas y muchos otros
desarrollos que ustedes pueden consultar ya en todo lo que está publicando el Conacyt,
incluida la plataforma Prisoma, que es disruptiva también a nivel como lo son nuestros
ventiladores nacionales, nacionales a nivel internacional."
María Elena Álvarez-Buylla,"Entonces, el Conacyt como cabeza del sector tendrá la obligación de articular estas
agendas nacionales en colaboración con todos los sectores del país, públicos, privados
y sociales que tienen que hacer para que la ciencia desde nuestro país avance lo más
rápido posible y redunde en desarrollos tecnológicos e incidencias a favor del bien
común, a favor del bienestar de todas y de todos. Pero no obliga a los investigadores a desarrollar a todos los que, así no sea de su
interés, proyectos como parte de esta agenda."
María Elena Álvarez-Buylla,"También se manda en la ley el apoyo sostenido y con plena libertad y además
concurrencia de absolutamente todas las áreas del conocimiento, todas las disciplinas a
apoyar a científicas, científicos, colegas que quieran desarrollar proyectos como parte
de esta agenda. en cualquier tema con plena libertad. Soy investigadora científica y sé que un
componente fundamental de los grandes avances de la ciencia es la inquietud, la
curiosidad y los devenires individuales con plena libertad. que está siempre restringida y esto ameritaría todo un seminario para ver realmente qué
es eso de la libertad, pero sí está claramente explícito el mandato de ley al gobierno
para nunca más dejar, mientras que esta ley esté vigente, esperamos que tenga larga
vida, a todas las comunidades sin un solo pero. para desarrollar sus proyectos de ciencia básica o de frontera, y de frontera de
preferencia, estructurados dentro de las leyes, nada al margen de la ley, ni por encima
de la ley"
María Elena Álvarez-Buylla,"la pregunta de este doctor José Roberto Moya de la Universidad Veracruzana, ya
está funcionando el sistema nacional de posgrados. Y esto también eh reivindica la autonomía de las instituciones de educación superior. Y además eh quita esa duplicidad que había entre la SEP, que es la que eh va
registrando los posgrados que tienen un registro de la SEP. Y automáticamente todos estos posgrados pasan a ser parte del sistema nacional de
posgrados."
María Elena Álvarez-Buylla,"Entonces todas las instituciones de educación superior que tengan posgrados avalados
por la SEP, pueden registrar sus posgrados en el sistema nacional de posgrados. eh las los académicos encargados de estos posgrados nos pasan el la matrícula de todos sus estudiantes aceptados"
María Elena Álvarez-Buylla,"de acuerdo con los lineamientos que hoy establece con mucha claridad la
secretaría de educación pública este para registrar sus posgrados y una vez que están registrados y subidos en la
plataforma del sistema nacional de posgrados"
María Elena Álvarez-Buylla,"también es privativo de las instituciones de educación superior con plena autonomía
el establecer quiénes son los que aceptan y los que no y todos los estudiantes aceptados que estas
instituciones, sus instituciones de educación superior no puedan becar con sus presupuestos para los posgrados, el CONACYT los va a
becar si son instituciones de educación superior públicas de manera universal. Ya no vamos a estar becando estudiantes, a menos que se corrija
lo que estaba pasando en muchas universidades públicas que cobraban de las becas de CONACYT a sus estudiantes una pequeña cuota; eso no
está permitido y tampoco el usar las becas de CONACYT como señuelo para hacer
posgrados privados a los estudiantes con beca, pero a otros cobrándoles colegiatura. No."
María Elena Álvarez-Buylla,"Entonces, todas
estas distorsiones que eran una forma de privatización de la educación a nivel de
posgrado al seno de nuestras instituciones de educación superior no se permiten ahora por esta nueva ley ni por el sistema nacional de posgrados y el los
estudiantes son, una vez que el posgrado está registrado en CONACYT, en el sistema
nacional de posgrados y su posgrado los ha subido a la matrícula "
María Elena Álvarez-Buylla,"les pudo dar beca que registra en Conacyt, el Conacyt les garantiza una beca a todos
los posgrados de educación y a todos los posgrados de interés público. Entonces ahora están clarísimos los criterios y a los posgrados de instituciones de
educación superior privadas, no van a pedirles a estos estudiantes que pongan su beca para pagar sus colegiaturas."
María Elena Álvarez-Buylla,"Estamos a sus órdenes, no duden en hacernos directamente y personalmente a mí, el
doctor Concheiro puede establecer comunicación, cualquier duda, cualquier inquietud, cualquier solicitud de que inclusive acudamos a sus comunidades y de verdad a las instituciones de educación superior, nos gustaría mucho finalmente quitar estos desacuerdos, pero sí
asumir eh lo público desde las instituciones, en este caso la que yo represento, el
Conacyt y las privadas también asumir lo que les toca en términos de salarios y de
llegar a un compromiso de no cobrar colegiaturas a todas y todos los estudiantes que ve
que el gobierno de México para estudiar en sus posgrados. Muchas gracias."
Francisco Luciano Concheiro Borquez,"Muchísimas gracias. El de verdad que ha sido creo que un excelente intercambio eh
reconocido por las compañeras y compañeros como un excelente ejercicio y te
tomamos la palabra, ya tenemos la presentación que distribuiremos entre todas y todos
y yo creo que de ahí ya de la ley general de materia de humanidades, ciencias,
tecnologías e innovación, publicada en el Diario Oficial de la Federación el 8 de mayo
de 2023. Abstenciones. Bien, hacemos la toma de nota de presentación por unanimidad,"
Francisco Luciano Concheiro Borquez,"yo saludo, no presentamos a nadie aquí, lo decíamos Luis Armando y yo, entonces
nos pasamos quizás un poco porque en el caso de nuestra diputada Tania Cruz que
que sí no pudo llegar antes y eso, pero llegó desde casi toda la sesión, pues sí merece
un saludo."
Francisco Luciano Concheiro Borquez,"sí, tenemos en la agenda de ley cosas importantísimas, si eh está ya en el Senado y por salir eh la propuesta para
empezar a el debate de la ley orgánica de la Universidad Pedagógica Nacional, también la digamos el decreto y la revisión del decreto del Tecnológico Nacional de México, ¿no?  para poder tener la eh característica central de ser descentralizado y sobre todo en la
parte, no sobre todo en la parte federal del mismo, entonces ahí va avanzando. Son distintos elementos que todavía tenemos por mandato del artículo tercero, ¿sí? y
por la Ley General de Educación Superior."
Francisco Luciano Concheiro Borquez,"porque no hubo en asuntos generales ninguna
inscripción y entonces me permito eh eh darles las gracias y únicamente eh para
constancia de las actas les informo que han sido desahogados todos los puntos del orden del día, por lo que siendo las 14
horas con 18 minutos del día 23 de mayo de 2023, declaro formalmente clausurado los
trabajos de la octava sesión ordinaria del Consejo Nacional para la coordinación de la
educación superior. Muchas gracias por toda su participación."
